SERVICE_REQUEST_ID	STATUS	SERVICE_NAME	SERVICE_CODE	DESCRIPTION	AGENCY_RESPONSIBLE	REQUESTED_DATETIME	UPDATED_DATETIME	EXPECTED_DATETIME	ADDRESS	ZIPCODE	LATITUDE	LONGITUDE	REQUESTED_DATE	UPDATED_DATE	LAST_TABLE_UPDATE
SR22082875	CLOS	"""Trash, improper set out"""	"""TRASH-I"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-09-08	2022-09-14	2022-09-15	"""3934 VINE ST, CINC - GJ1559537320"""	45217	39.1584013823216	-84.504787879988	09/08/2022 12:00:00 AM	09/14/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22029736	CLOS	"""Corner can, overflowing"""	"""CRNRCNOF"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-04-05	2022-04-05	2022-04-12	"""6900 READING RD, CINC - """	45237	39.1846823793932	-84.464571774006	04/05/2022 12:00:00 AM	04/05/2022 12:00:00 AM	04/05/2022 12:00:00 AM
SR22044199	NEW	"""Sidewalk, repair haz"""	"""SIDWLKH"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2022-05-17	2022-05-17	2022-11-13	"""1677 CEDAR AV, CINC - GJ1154241682"""	45224	39.1986719312035	-84.5502930057325	05/17/2022 12:00:00 AM	05/17/2022 12:00:00 AM	05/17/2022 12:00:00 AM
SR22069325	CLOS	"""Tires, Special Collection"""	"""TIRES"""	"""4 TIRES"""	Public Services	2022-07-27	2022-07-27	2022-08-10	"""3123 MINOT AV - GJ2211537091 """	45209	39.1546996548247	-84.4294910398267	07/27/2022 12:00:00 AM	07/27/2022 12:00:00 AM	07/27/2022 12:00:00 AM
SR22067331	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""SPECIAL COLLECTIONS """	Public Services	2022-07-21	2022-07-21	2022-08-04	"""2227 MCGREGOR PL - GJ1596033247 """	45219	39.1216426050794	-84.5018784494933	07/21/2022 12:00:00 AM	07/21/2022 12:00:00 AM	07/21/2022 12:00:00 AM
SR22096132	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-10-25	2022-10-25	2022-11-08	"""1164 N LYNNEBROOK DR - GJ1262641552 """	45224	39.1972276937833	-84.5378023333002	10/25/2022 12:00:00 AM	10/25/2022 12:00:00 AM	10/25/2022 12:00:00 AM
SR22108828	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-12-17	2022-12-17	2022-12-31	"""2241 SUSSEX AV, CINC - GJ2649830675"""	45230	39.0958183535802	-84.3809502914639	12/17/2022 12:00:00 AM	12/17/2022 12:00:00 AM	12/31/2022 12:00:00 AM
SR22035659	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-04-25	2022-04-25	2022-05-09	"""4649 RAPID RUN RD, CINC - GJ0812232037"""	45238	39.1126535000394	-84.5928385115312	04/25/2022 12:00:00 AM	04/25/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22069347	NEW	"""Default, City"""	"""DFLTCITY"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-07-27	2022-07-27	2022-08-06	"""2542 READING RD, CINC - """	45206	39.1277502973271	-84.5002963907296	07/27/2022 12:00:00 AM	07/27/2022 12:00:00 AM	07/27/2022 12:00:00 AM
SR22074233	NEW	"""Damage Claim - NOD"""	"""DMGNOD"""	"""ON JULY 15TH,2022 MS PEEBLES WAS AT THE RED LIGHT AT THE INTERSECTION OF BOUDINOT AVE AND HARRISON AVE- ONCE MS. PEEBLES  SEEN THE GREEN LIGHT TO GO, SHE NOTICED THROUGH HER REAR VIEW MIRROR THAT A CITY TRUCK WAS BEHIND HER GOING FASTER THAN EXPECTED. THE TRUCK BEHIND HER REAR ENDED HER, SHE NOTICED HER CAR STARTED SMOKING , ONCE SHE GOT OUT THE CAR SHE SPOKE WITH THE DRIVER WHICH WAS SARAH SITTASON AND MS SITTASON PROCEEDED TO TELL HER SHE'S SORRY SHE WASNT PAYING ATTENTION SHE WAS TRYING TO LOCATE DRIVERS. INFORMATION WAS EXCHANGED AND THE POLICE CAME AND DID A REPORT. ONCE BOTH CITIZENS LEFT INITIALLY MS. PEEBLES STATED THERE WAS NOT ANY PAIN FELT UNTIL THE NEXT MORNING WHICH WAS HER HAND AND SHOULDERS. THATS WHEN  SHE PROCEEDED TO MERCY WEST EMERGENCY ROOM."""	Public Services	2022-08-11	2022-08-11	2022-08-12	"""BOUDINOT AV & HARRISON AV - GJ0712236574 """	45211	39.1537366956347	-84.603014115909	08/11/2022 12:00:00 AM	08/11/2022 12:00:00 AM	08/11/2022 12:00:00 AM
SR22019199	CLOS	"""Litter, private property"""	"""LITR-PRV"""	"""SWIMMING POOL, FAN, DOOR  AND OTHER TRASH AT THE CURB"""	Public Services	2022-03-01	2022-03-02	2022-04-15	"""215 NORTHERN AV - GJ1565035705 """	45229	39.1438504630184	-84.5046797762178	03/01/2022 12:00:00 AM	03/02/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22058563	OPEN	"""Constituent Affairs Inquiry"""	"""CITYCONI"""	"""Ian Kanu of Task LLC wants to integrate robocalls and text dispatch into the 911 system. """	City Manager's Office	2022-06-28	2022-06-28	2022-07-12	""""""		39.1042567891418	-84.5190605441106	06/28/2022 12:00:00 AM	06/28/2022 12:00:00 AM	06/28/2022 12:00:00 AM
SR22106378	CLOS	"""Manhole cvr/sewer lid, missing"""	"""MNHLCVRM"""	"""man hole cover keeps blowing off at location, strong air flow underneath"""	Public Services	2022-12-06	2022-12-07	2022-12-07	"""4521 SPRING GROVE AV - GJ1400837972 """	45232	39.1646607401752	-84.5229477806153	12/06/2022 12:00:00 AM	12/07/2022 12:00:00 AM	12/31/2022 12:00:00 AM
SR22002384	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-01-11	2022-01-11	2022-01-25	"""4301 EASTERN AV, CINC - GJ2253832046"""	45226	39.1091818641094	-84.4262437785296	01/11/2022 12:00:00 AM	01/11/2022 12:00:00 AM	01/11/2022 12:00:00 AM
SR22017704	CLOS	"""Pothole, repair"""	"""PTHOLE"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-02-24	2022-02-25	2022-03-08	"""5391 WOOSTER RD, CINC - """	45226	39.1322857891562	-84.4024970699043	02/24/2022 12:00:00 AM	02/25/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR21108811	NEW	"""Yard waste,rtc"""	"""YDWSTA-J"""	"""RTC"""	Public Services	2021-12-30	2021-12-30	2022-01-06	"""3918 WEBER PL - GJ1202437150 """	45223	39.1577420311873	-84.5461536355862	12/30/2021 12:00:00 AM	12/30/2021 12:00:00 AM	12/30/2021 12:00:00 AM
SR22109438	OPEN	"""Sign, down/missing stop sign"""	"""SGNDNA"""	"""STOP SIGN HIT DURING VEH ACCIDENT. """	Public Services	2022-12-20	2022-12-21	2022-12-21	"""KNOTT ST & ROCKDALE AV - GJ1654335817 """	45229	39.1446278431506	-84.4943190036856	12/20/2022 12:00:00 AM	12/21/2022 12:00:00 AM	12/31/2022 12:00:00 AM
SR22072441	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-08-05	2022-08-05	2022-08-19	"""2541 W NORTH BEND RD, CINC - GJ0999340863"""	45239	39.1915253371144	-84.5684293293091	08/05/2022 12:00:00 AM	08/05/2022 12:00:00 AM	08/05/2022 12:00:00 AM
SR22085783	NEW	"""Trash, citation issued"""	"""TRSHCITE"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-09-16	2022-09-16	2022-09-23	"""2336 VICTOR ST, CINC - GJ1407533723"""	45219	39.1263999863229	-84.5235043080902	09/16/2022 12:00:00 AM	09/16/2022 12:00:00 AM	09/16/2022 12:00:00 AM
SR21099466	NEW	"""Building, commercial CBHCODEC"""	"""BLD-COM"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-11-18	2021-11-18	2022-05-17	"""1220 HARRISON AV, CINC - GJ1288633382"""	45214	39.123614179698	-84.5373580591801	11/18/2021 12:00:00 AM	11/18/2021 12:00:00 AM	11/18/2021 12:00:00 AM
SR22013984	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Unit was flooded in July. Is unlivable, tenants have been in hotel since July. Rent in escrow."""	Cinc Building Dept	2022-02-16	2022-03-07	2023-02-16	"""1544 BLAIR AV - GJ1810435377 """	45207	39.1402794386501	-84.4764146258455	02/16/2022 12:00:00 AM	03/07/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR21107255	NEW	"""Tires, Special Collection"""	"""TIRES"""	"""4 tires"""	Public Services	2021-12-22	2021-12-22	2022-01-05	"""1727 NORTHCUTT AV - GJ1889339116 """	45237	39.1737430076794	-84.4660830022086	12/22/2021 12:00:00 AM	12/22/2021 12:00:00 AM	12/22/2021 12:00:00 AM
SR22083566	CLOS	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	"""OVERGROWN GRASS AND WEEDS IN THE BACKYARD """	Public Services	2022-09-09	2022-09-14	2022-10-24	"""119 W 64TH ST - GJ1690240842 """	45216	39.1897827477409	-84.4885602513702	09/09/2022 12:00:00 AM	09/14/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22045423	OPEN	"""Light, repair"""	"""STRTLITE"""	"""Highlight pole blown down by high wind - located in Gov't square - metro area."""	Dept of Trans and Eng	2022-05-20	2022-05-20	2022-05-21	"""113 E 5TH ST - GJ1526130963 """	45202	39.1012497598262	-84.5106772057187	05/20/2022 12:00:00 AM	05/20/2022 12:00:00 AM	05/20/2022 12:00:00 AM
SR22048516	NEW	"""Default, police (and junk veh)"""	"""DFLTPLC"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Police Department	2022-05-31	2022-05-31	2022-06-01	"""2315 IOWA AV, CINC - GJ1606633477"""	45206	39.1236918287371	-84.5005793637142	05/31/2022 12:00:00 AM	05/31/2022 12:00:00 AM	05/31/2022 12:00:00 AM
SR22081266	CLOS	"""Sign, down/missing """	"""STRSGN"""	"""Metro sent an email stating that the bus stop sign that was in sod is missing."""	Public Services	2022-09-02	2022-09-06	2022-09-03	"""3494 BEEKMAN ST - GJ1170736647 """	45223	39.1532886155284	-84.5499745688645	09/02/2022 12:00:00 AM	09/06/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR21054701	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-06-24	2021-08-13	2022-06-24	"""1034 PURCELL AV, CINC - GJ1063331949"""	45205	39.1112618796084	-84.5638516016063	06/24/2021 12:00:00 AM	08/13/2021 12:00:00 AM	08/13/2021 12:00:00 AM
SR22091300	NEW	"""Trash, request for collection"""	"""RF-COLLT"""	"""CALLER STATES HIS TRASH WAS NOT PICKED UP"""	Public Services	2022-10-06	2022-10-06	2022-10-13	"""532 BURR OAK ST - GJ1477839154 """	45232	39.1751099626947	-84.5136690881246	10/06/2022 12:00:00 AM	10/06/2022 12:00:00 AM	10/06/2022 12:00:00 AM
SR22085642	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-09-16	2022-09-16	2022-09-30	"""3825 WOODFORD RD - GJ2407739825 """	45213	39.1788036999807	-84.4059017937143	09/16/2022 12:00:00 AM	09/16/2022 12:00:00 AM	09/16/2022 12:00:00 AM
SR22112227	NEW	"""Trash, request for collection"""	"""RF-COLLT"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-12-31	2022-12-31	2023-01-07	"""3781 W LIBERTY ST, CINC - GJ0957032520"""	45205	39.1166565084259	-84.575957735337	12/31/2022 12:00:00 AM	12/31/2022 12:00:00 AM	12/31/2022 12:00:00 AM
SR22029500	OPEN	"""Vehicle, abandon priv p access"""	"""ABAN-VPR"""	"""JV"""	Cinc Health Dept	2022-04-04	2022-04-04	2022-05-24	"""4400 WATTERSON ST - GJ2540437031 """	45227	39.1533128508906	-84.3914829462167	04/04/2022 12:00:00 AM	04/04/2022 12:00:00 AM	04/04/2022 12:00:00 AM
SR22074436	NEW	"""Dead animal"""	"""DAPUB1"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-08-11	2022-08-11	2022-08-12	"""6325 RIDGE AV, CINC - GJ2205740618"""	45213	39.1864687258107	-84.4289836785671	08/11/2022 12:00:00 AM	08/11/2022 12:00:00 AM	08/11/2022 12:00:00 AM
SR22106531	CLOS	"""Recycling, request to collect"""	"""RCYCLNG"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	City Manager's Office	2022-12-07	2022-12-07	2022-12-08	"""4801 RAVENNA ST, CINC - GJ2509637605"""	45227	39.1585665292526	-84.3948413301349	12/07/2022 12:00:00 AM	12/07/2022 12:00:00 AM	12/31/2022 12:00:00 AM
SR22099107	CLOS	"""Dumping, prv prop <2500 sq ft"""	"""DUMP-PVS"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-11-07	2022-11-07	2022-12-22	"""319 LUDLOW AV, CINC - GJ1431935622"""	45220	39.1434321130351	-84.5200798095355	11/07/2022 12:00:00 AM	11/07/2022 12:00:00 AM	11/07/2022 12:00:00 AM
SR22022549	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-03-10	2022-03-10	2022-03-24	"""591 TRENTON AV - GJ0842431040 """	45205	39.1036039098952	-84.5896542298219	03/10/2022 12:00:00 AM	03/10/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22073079	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-08-08	2022-08-08	2022-08-22	"""5302 GRAFTON AV, CINC - """	45237	39.1795475785109	-84.461280762219	08/08/2022 12:00:00 AM	08/08/2022 12:00:00 AM	08/08/2022 12:00:00 AM
SR22076576	OPEN	"""Signal, traf/ped/school repair"""	"""TSIG-MAL"""	"""LIGHT ON RED BANK IS NOT STAYING GREEN LONG ENOUGH FOR TRAFFIC DURING THE CONSTRUCTION. CITIZEN WOULD LIKE DOTE TO CHANGE THE TIMER ON THE GREEN LIGHT ESPECIALLY FOR THE LANE GETTING ONTO 71, TO STAY GREEN A LITTLE LONGER DURING THE CONSTRUCTION."""	Dept of Trans and Eng	2022-08-18	2022-08-19	2022-08-19	"""4050 ERIE CT - GJ2430236784 """	45227	39.1513701658408	-84.4043009392799	08/18/2022 12:00:00 AM	08/19/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22110309	CLOS	"""Default, police (and junk veh)"""	"""DFLTPLC"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Police Department	2022-12-23	2022-12-28	2022-12-24	"""720 S FRED SHUTTLESWORTH CIR, CINC - """	45229	39.1522136343119	-84.4891764175835	12/23/2022 12:00:00 AM	12/28/2022 12:00:00 AM	12/31/2022 12:00:00 AM
SR22095583	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-10-24	2022-10-24	2022-11-07	"""2568 PERKINS LN, CINC - GJ2063435038"""	45208	39.1366588014534	-84.4472625199867	10/24/2022 12:00:00 AM	10/24/2022 12:00:00 AM	10/24/2022 12:00:00 AM
SR22012781	CLOS	"""Pothole, repair"""	"""PTHOLE"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-02-12	2022-02-24	2022-02-24	"""3752 EDWARDS RD, CINC - GJ2102536208"""	45209	39.1470339853367	-84.4423689009986	02/12/2022 12:00:00 AM	02/24/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22037229	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-04-27	2022-04-27	2022-05-11	"""3825 DAVORAN ST, CINC - GJ0954432733"""	45205	39.1185857857116	-84.5761909623863	04/27/2022 12:00:00 AM	04/27/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR21067814	CLOS	"""Parking, grass front yd res"""	"""PRKNGYRD"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-07-31	2021-08-13	2022-01-27	"""3040 QUEEN CITY AV, CINC - GJ0728734620"""	45238	39.136114979337	-84.6016971138241	07/31/2021 12:00:00 AM	08/13/2021 12:00:00 AM	08/13/2021 12:00:00 AM
SR22062512	NEW	"""Trash, request for collection"""	"""RF-COLLT"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-07-08	2022-07-08	2022-07-15	"""4730 MATHIS ST, CINC - GJ2545337506"""	45227	39.157578786012	-84.3907476420367	07/08/2022 12:00:00 AM	07/08/2022 12:00:00 AM	07/08/2022 12:00:00 AM
SR21106822	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2021-12-21	2021-12-21	2022-01-04	"""3735 MAYFIELD AV, CINC - GJ0974432409"""	45205	39.1156208711287	-84.5739776063042	12/21/2021 12:00:00 AM	12/21/2021 12:00:00 AM	12/21/2021 12:00:00 AM
SR22034862	CLOS	"""Restaurant consult, new lic"""	"""RCNEWLIC"""	""" """	Cinc Health Dept	2022-04-21	2022-04-21	2022-10-18	"""100 E COURT ST - GJ1508331568 """	45202	39.1067401317797	-84.5125507839576	04/21/2022 12:00:00 AM	04/21/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22043068	NEW	"""Litter, private property"""	"""LITR-PRV"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-05-14	2022-05-14	2022-06-28	"""1061 TOWNSHIP ST, CINC - GJ1298034616"""	45225	39.1347053195831	-84.5358739408416	05/14/2022 12:00:00 AM	05/14/2022 12:00:00 AM	05/14/2022 12:00:00 AM
SR22032429	CLOS	"""Sign, down/missing stop sign"""	"""SGNDNA"""	"""STOP SIGN LEANING TOWARDS THE SIDEWALK"""	Public Services	2022-04-13	2022-04-13	2022-04-14	"""HARBESON AV & HAMILTON AV - GJ1172342636 """	45224	39.2072110901616	-84.5479159438202	04/13/2022 12:00:00 AM	04/13/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22032158	CLOS	"""Graffiti, removal"""	"""GRFITI"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-04-12	2022-04-25	2022-05-12	"""1713 ELM ST, CINC - """	45202	39.1140603114236	-84.519902494085	04/12/2022 12:00:00 AM	04/25/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22072609	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-08-07	2022-08-07	2022-08-21	"""2855 LOWER GRANDIN RD, CINC - GJ2124233875"""	45208	39.1259746347951	-84.4406131243187	08/07/2022 12:00:00 AM	08/07/2022 12:00:00 AM	08/07/2022 12:00:00 AM
SR22109879	CLOS	"""Trash, tagged collections"""	"""TGGDCLLC"""	"""PER 755 @ 1108AM RENOVATION DEBRIS IN 2 CANS TAGGED AND LEFT """	Public Services	2022-12-22	2022-12-22	2022-12-29	"""5521 CHANDLER ST - GJ2479738171 """	45227	39.1637306754105	-84.3981272470081	12/22/2022 12:00:00 AM	12/22/2022 12:00:00 AM	12/31/2022 12:00:00 AM
SR22028042	NEW	"""Tall grass/weeds, PS property"""	"""TLGR-PS"""	"""per TT - cutback lots """	Public Services	2022-03-30	2022-03-30	2022-05-29	"""3004 W MCMICKEN AV - GJ1332935035 """	45225	39.1383813403118	-84.5317238615864	03/30/2022 12:00:00 AM	03/30/2022 12:00:00 AM	03/30/2022 12:00:00 AM
SR22073666	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""SPECIAL COLLECTION """	Public Services	2022-08-10	2022-08-10	2022-08-24	"""2042 HIGHLAND AV - GJ1582432988 """	45219	39.1193455341853	-84.5035335321409	08/10/2022 12:00:00 AM	08/10/2022 12:00:00 AM	08/10/2022 12:00:00 AM
SR22045225	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-05-19	2022-05-19	2022-06-02	"""5560 MERYTON PL, CINC - GJ1090241062"""	45224	39.1932370149826	-84.5578882674965	05/19/2022 12:00:00 AM	05/19/2022 12:00:00 AM	05/19/2022 12:00:00 AM
SR22086834	NEW	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	"""ITS AN AUTO ZONE LOT STORE IS CLOSED DOWN"""	Cinc Building Dept	2022-09-20	2022-09-20	2022-11-04	"""MIDWAY AV & GLENWAY AV - GJ0640534435 """	45238	39.1346486816757	-84.6119574503409	09/20/2022 12:00:00 AM	09/20/2022 12:00:00 AM	09/20/2022 12:00:00 AM
SR22057124	NEW	"""Default, City"""	"""DFLTCITY"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-06-23	2022-06-23	2022-07-03	"""3208 RAMONA CIR, CINC - GJ0719535490"""	45211	39.1439662384023	-84.6024925990293	06/23/2022 12:00:00 AM	06/23/2022 12:00:00 AM	06/23/2022 12:00:00 AM
SR22061287	NEW	"""Signal, traf/ped/school repair"""	"""TSIG-MAL"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2022-07-06	2022-07-06	2022-07-07	"""E CENTRAL PKWY & WALNUT ST"""	45202	39.1073962867831	-84.512879753878	07/06/2022 12:00:00 AM	07/06/2022 12:00:00 AM	07/06/2022 12:00:00 AM
SR22059166	NEW	"""Litter, private property"""	"""LITR-PRV"""	"""litter on property"""	Public Services	2022-06-29	2022-06-29	2022-08-13	"""1047 MCPHERSON AV - GJ1005732049 """	45205	39.1123000331782	-84.5704707609622	06/29/2022 12:00:00 AM	06/29/2022 12:00:00 AM	06/29/2022 12:00:00 AM
SR22039725	CLOS	"""Litter, private property"""	"""LITR-PRV"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-05-05	2022-05-05	2022-06-19	"""847 HUTCHINS AV, CINC - GJ1719435851"""	45229	39.1447767539544	-84.4867652668729	05/05/2022 12:00:00 AM	05/05/2022 12:00:00 AM	05/07/2022 12:00:00 AM
SR22106895	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2022-12-08	2022-12-20	2023-12-08	"""4937 RALPH AV, CINC - GJ0721932843"""	45238	39.1201344383525	-84.6030176345878	12/08/2022 12:00:00 AM	12/20/2022 12:00:00 AM	12/31/2022 12:00:00 AM
SR21106989	NEW	"""Food operation, request gen"""	"""GRCRYCNC"""	"""Mod Pizza- Anonymous caller states employees were not wear hats or head coverings."""	Cinc Health Dept	2021-12-21	2021-12-21	2022-06-19	"""3208 VANDERCAR WY - GJ2228837529 """	45209	39.1585938778362	-84.4273438947312	12/21/2021 12:00:00 AM	12/21/2021 12:00:00 AM	12/21/2021 12:00:00 AM
SR22057160	NEW	"""Tall grass/weeds, private prop"""	"""TLGR-PRV"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-06-23	2022-06-23	2022-08-07	"""448 CRESTLINE AV, CINC - GJ1035130616"""	45205	39.0993293787147	-84.5675195749872	06/23/2022 12:00:00 AM	06/23/2022 12:00:00 AM	06/23/2022 12:00:00 AM
SR22084881	NEW	"""Trash, improper set out"""	"""TRASH-I"""	"""CITIZEN ADVISED THERE HAS BEEN A REFRIDGERATOR, A STOVE AND MISC TRASH AT THE CURB SINCE MONDAY 09/12/2022"""	Public Services	2022-09-14	2022-09-14	2022-09-21	"""7217 LONGVIEW ST - GJ1790841423 """	45216	39.1947606126785	-84.4767367737956	09/14/2022 12:00:00 AM	09/14/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR21031025	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-04-15	2021-05-18	2022-04-15	"""2309 KENTON ST, CINC - GJ1657333391"""	45206	39.122784574507	-84.4947396476862	04/15/2021 12:00:00 AM	05/18/2021 12:00:00 AM	05/18/2021 12:00:00 AM
SR22000502	NEW	"""Default, police (and junk veh)"""	"""DFLTPLC"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Police Department	2022-01-04	2022-01-04	2022-01-05	"""1372 BURDETTE AV, CINC - """	45206	39.1281739774815	-84.4794557954802	01/04/2022 12:00:00 AM	01/04/2022 12:00:00 AM	01/04/2022 12:00:00 AM
SR21106863	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2021-12-21	2021-12-21	2022-01-04	"""1603 DOROTHY LN - GJ0976632541 """	45205	39.1167960145691	-84.5736879156274	12/21/2021 12:00:00 AM	12/21/2021 12:00:00 AM	12/21/2021 12:00:00 AM
SR22078735	CLOS	"""Trash, late set out """	"""LTSTT"""	"""LSO"""	Public Services	2022-08-25	2022-08-29	2022-09-01	"""3140 PICKBURY DR - GJ0676735217 """	45211	39.1416033997087	-84.6075357333822	08/25/2022 12:00:00 AM	08/29/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22012840	CLOS	"""Guardrail, DOTE new"""	"""NWGRDRL"""	"""Transfer: 02/15/2022 2:45 PM/SGOODWINREFER TO DOTE - READ NOTES - Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2022-02-12	2022-02-25	2022-02-20	"""LESTER RD & HIGHLAND DR"""	45213	39.1667490111075	-84.4318785832551	02/12/2022 12:00:00 AM	02/25/2022 12:00:00 AM	03/20/2022 12:00:00 AM
SR22052957	NEW	"""Metal Furniture, Spec Collectn"""	"""MTL-FRN"""	""" """	Public Services	2022-06-13	2022-06-13	2022-06-27	"""7321 READING RD - GJ1936141574 """	45237	39.1957550554062	-84.4598838591708	06/13/2022 12:00:00 AM	06/13/2022 12:00:00 AM	06/13/2022 12:00:00 AM
SR22083192	CLOS	"""Graffiti, removal"""	"""GRFITI"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Public Services	2022-09-08	2022-09-12	2022-10-08	"""BEECHMONT AV & CAMPUS LN"""	45230	39.0917163441919	-84.386468559239	09/08/2022 12:00:00 AM	09/12/2022 12:00:00 AM	09/14/2022 12:00:00 AM
SR22095324	NEW	"""Default, police (and junk veh)"""	"""DFLTPLC"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Police Department	2022-10-22	2022-10-22	2022-10-23	"""3588 SCHWARTZE AV, CINC - GJ0572435708"""	45211	39.1462831919985	-84.6194420945433	10/22/2022 12:00:00 AM	10/22/2022 12:00:00 AM	10/22/2022 12:00:00 AM
SR22012500	CLOS	"""Trash, request for collection"""	"""RF-COLLT"""	"""ENTIRE STREET STILL LAYING """	Public Services	2022-02-11	2022-03-04	2022-02-18	"""3564 GLENWOOD PL - GJ1727736074 """	45229	39.1467659534894	-84.4857528294554	02/11/2022 12:00:00 AM	03/04/2022 12:00:00 AM	03/20/2022 12:00:00 AM
